"feature" "class" "assembly" "assembly_unit" "seq_type" "chromosome" "genomic_accession" "start" "end" "strand" "product_accession" "non.redundant_refseq" "related_accession" "name" "symbol" "GeneID" "locus_tag" "feature_interval_length" "product_length" "attributes"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3811180 3811635 "+" "WP_001393518.1" "WP_001393518.1" NA "deoxyuridine 5'-triphosphate nucleotidohydrolase" "" NA "P370_RS0118305" 456 151 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3811742 3812338 "+" "WP_000818601.1" "WP_000818601.1" NA "nucleoid occlusion factor SlmA" "" NA "P370_RS0118310" 597 198 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3812375 3813016 "-" "WP_000806177.1" "WP_000806177.1" NA "orotate phosphoribosyltransferase" "" NA "P370_RS0118315" 642 213 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3813082 3813797 "-" "" "" NA "ribonuclease PH" "" NA "P370_RS0118320" 716 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3813729 3813911 "+" "WP_001339896.1" "WP_001339896.1" NA "hypothetical protein" "" NA "P370_RS1000000125515" 183 60 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3813924 3814787 "+" "WP_000621340.1" "WP_000621340.1" NA "YicC family protein" "" NA "P370_RS0118325" 864 287 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3815008 3815832 "+" "WP_001350563.1" "WP_001350563.1" NA "DNA-damage-inducible protein D" "" NA "P370_RS0118330" 825 274 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3816122 3816739 "+" "WP_000924289.1" "WP_000924289.1" NA "trimeric intracellular cation channel family protein" "" NA "P370_RS0118335" 618 205 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3816736 3818418 "-" "WP_000870036.1" "WP_000870036.1" NA "DNA ligase B" "" NA "P370_RS0118340" 1683 560 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3818676 3819299 "+" "WP_001295237.1" "WP_001295237.1" NA "guanylate kinase" "" NA "P370_RS0118345" 624 207 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3819354 3819629 "+" "WP_000135058.1" "WP_000135058.1" NA "DNA-directed RNA polymerase subunit omega" "" NA "P370_RS0118350" 276 91 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3819648 3821756 "+" "WP_000280488.1" "WP_000280488.1" NA "bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase" "" NA "P370_RS0118355" 2109 702 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3821763 3822452 "+" "WP_001070177.1" "WP_001070177.1" NA "tRNA (guanosine(18)-2'-O)-methyltransferase TrmH" "" NA "P370_RS0118360" 690 229 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3822458 3824539 "+" "WP_000678419.1" "WP_000678419.1" NA "DNA helicase RecG" "" NA "P370_RS0118365" 2082 693 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3824708 3825913 "-" "WP_000468833.1" "WP_000468833.1" NA "sodium/glutamate symport carrier protein" "" NA "P370_RS0118370" 1206 401 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3826193 3827584 "+" "WP_001295238.1" "WP_001295238.1" NA "xanthine permease XanP" "" NA "P370_RS0118375" 1392 463 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3827705 3829414 "+" "WP_001300954.1" "WP_001300954.1" NA "AsmA family protein" "" NA "P370_RS0118380" 1710 569 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3829467 3831785 "-" "WP_000702898.1" "WP_000702898.1" NA "alpha-xylosidase" "" NA "P370_RS0118385" 2319 772 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3831795 3833177 "-" "WP_000834439.1" "WP_000834439.1" NA "inner membrane symporter YicJ" "" NA "P370_RS0118390" 1383 460 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3833673 3833819 "+" "WP_001315909.1" "WP_001315909.1" NA "hypothetical protein" "" NA "P370_RS01000000123660" 147 48 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3834201 3835385 "+" "WP_001172878.1" "WP_001172878.1" NA "sugar efflux transporter SetB" "" NA "P370_RS0118400" 1185 394 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3835496 3836419 "+" "WP_000535961.1" "WP_000535961.1" NA "EamA family transporter" "" NA "P370_RS0118405" 924 307 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3836423 3837241 "-" "WP_000779426.1" "WP_000779426.1" NA "lipoprotein 28" "" NA "P370_RS0118410" 819 272 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3837238 3837426 "-" "WP_071524601.1" "WP_071524601.1" NA "hypothetical protein" "" NA "P370_RS1000000125520" 189 62 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3837463 3837756 "+" "WP_000805509.1" "WP_000805509.1" NA "hypothetical protein" "" NA "P370_RS0118420" 294 97 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3837797 3838987 "-" "WP_001288549.1" "WP_001288549.1" NA "purine ribonucleoside efflux pump NepI" "nepI" NA "P370_RS0118425" 1191 396 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3838986 3839177 "+" "WP_065404596.1" "WP_065404596.1" NA "hypothetical protein" "" NA "P370_RS1000000125525" 192 63 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3839198 3839650 "-" "WP_001295241.1" "WP_001295241.1" NA "DUF1198 domain-containing protein" "" NA "P370_RS0118430" 453 150 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3839703 3841037 "-" "WP_001403836.1" "WP_001403836.1" NA "adenine permease AdeQ" "" NA "P370_RS0118435" 1335 444 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3841212 3842978 "+" "WP_001065718.1" "WP_001065718.1" NA "adenine deaminase" "" NA "P370_RS0118440" 1767 588 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3843024 3844415 "-" "WP_000879194.1" "WP_000879194.1" NA "hexose phosphate transporter" "" NA "P370_RS0118445" 1392 463 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3844553 3845872 "-" "WP_000936566.1" "WP_000936566.1" NA "MFS transporter family glucose-6-phosphate receptor UhpC" "" NA "P370_RS0118450" 1320 439 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3845882 3847384 "-" "WP_001295243.1" "WP_001295243.1" NA "sensor protein UhpB" "" NA "P370_RS0118455" 1503 500 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3847384 3847974 "-" "WP_000633668.1" "WP_000633668.1" NA "DNA-binding response regulator" "" NA "P370_RS0118460" 591 196 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3848050 3848340 "-" "WP_001181706.1" "WP_001181706.1" NA "acetolactate synthase isozyme 1 small subunit" "" NA "P370_RS0118465" 291 96 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3848344 3850032 "-" "WP_000168475.1" "WP_000168475.1" NA "acetolactate synthase isozyme 1 large subunit" "" NA "P370_RS0118470" 1689 562 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3850138 3850236 "-" "WP_001300753.1" "WP_001300753.1" NA "ilvB operon leader peptide IvbL" "" NA "P370_RS01000000123670" 99 32 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3850223 3850513 "+" "WP_000454295.1" "WP_000454295.1" NA "hypothetical protein" "" NA "P370_RS0118475" 291 96 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3850510 3850668 "+" "WP_001308150.1" "WP_001308150.1" NA "hypothetical protein" "" NA "P370_RS01000000123675" 159 52 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3850691 3850804 "+" "WP_001303728.1" "WP_001303728.1" NA "hypothetical protein" "" NA "P370_RS1000000125530" 114 37 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3850801 3850890 "+" "WP_001054909.1" "WP_001054909.1" NA "type I toxin-antitoxin system toxin TisB" "" NA "P370_RS01000000123680" 90 29 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3850948 3851130 "+" "WP_077598959.1" "WP_077598959.1" NA "hypothetical protein" "" NA "P370_RS1000000126275" 183 60 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3851170 3852354 "+" "WP_000828746.1" "WP_000828746.1" NA "multidrug transporter EmrD" "" NA "P370_RS0118485" 1185 394 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3852362 3852859 "-" "WP_000148061.1" "WP_000148061.1" NA "radical SAM protein" "" NA "P370_RS0118490" 498 165 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3852856 3853218 "-" "WP_001113432.1" "WP_001113432.1" NA "hypothetical protein" "" NA "P370_RS0118495" 363 120 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3853208 3853555 "-" "WP_000703959.1" "WP_000703959.1" NA "hypothetical protein" "" NA "P370_RS0118500" 348 115 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3853663 3854112 "+" "WP_000511289.1" "WP_000511289.1" NA "hypothetical protein" "" NA "P370_RS0118505" 450 149 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3854159 3855652 "-" "WP_000828527.1" "WP_000828527.1" NA "sulfatase/phosphatase superfamily protein" "" NA "P370_RS0118510" 1494 497 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3855649 3857364 "-" "WP_001087145.1" "WP_001087145.1" NA "solute:sodium symporter family transporter" "" NA "P370_RS0118515" 1716 571 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3857531 3858424 "+" "WP_001013540.1" "WP_001013540.1" NA "AraC family transcriptional regulator" "" NA "P370_RS0118520" 894 297 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3858421 3859235 "-" "" "" NA "inactive 6-phospho-alpha-glucosidase" "" NA "P370_RS0118530" 815 NA "pseudo"
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3859235 3860851 "-" "" "" NA "PTS alpha-glucoside transporter subunit IICB" "" NA "P370_RS0118540" 1617 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3861147 3861863 "+" "WP_001300779.1" "WP_001300779.1" NA "transcriptional regulator" "" NA "P370_RS0118545" 717 238 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3861860 3863521 "-" "WP_001279752.1" "WP_001279752.1" NA "transporter" "" NA "P370_RS0118550" 1662 553 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3863717 3864145 "-" "WP_001243431.1" "WP_001243431.1" NA "heat-shock protein IbpB" "" NA "P370_RS0118555" 429 142 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3864257 3864670 "-" "WP_001243437.1" "WP_001243437.1" NA "heat-shock protein IbpA" "" NA "P370_RS0118560" 414 137 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3864976 3865308 "+" "WP_000620888.1" "WP_000620888.1" NA "YceK/YidQ family lipoprotein" "" NA "P370_RS0118565" 333 110 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3865310 3866557 "-" "WP_010723257.1" "WP_010723257.1" NA "DUF3748 domain-containing protein" "" NA "P370_RS0118570" 1248 415 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3866625 3867689 "+" "WP_001340434.1" "WP_001340434.1" NA "protein CbrA" "" NA "P370_RS0118575" 1065 354 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3867686 3868978 "-" "WP_000354284.1" "WP_000354284.1" NA "MFS transporter" "" NA "P370_RS0118580" 1293 430 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3869098 3870246 "-" "WP_000705001.1" "WP_000705001.1" NA "D-galactonate dehydratase 2" "" NA "P370_RS0118585" 1149 382 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3870243 3870860 "-" "WP_001198722.1" "WP_001198722.1" NA "2-dehydro-3-deoxy-6-phosphogalactonate aldolase" "" NA "P370_RS0118590" 618 205 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3870844 3871722 "-" "WP_000127091.1" "WP_000127091.1" NA "2-dehydro-3-deoxygalactonokinase" "" NA "P370_RS0118595" 879 292 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3871719 3872408 "-" "WP_000174305.1" "WP_000174305.1" NA "transcriptional regulator" "" NA "P370_RS0118600" 690 229 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3872686 3873342 "+" "WP_000772934.1" "WP_000772934.1" NA "hypothetical protein" "" NA "P370_RS0118605" 657 218 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3873388 3874200 "-" "WP_000985549.1" "WP_000985549.1" NA "sugar phosphatase YidA" "" NA "P370_RS0118610" 813 270 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3874315 3874722 "-" "WP_001317389.1" "WP_001317389.1" NA "hypothetical protein" "" NA "P370_RS0118615" 408 135 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3874953 3877367 "-" "WP_000072067.1" "WP_000072067.1" NA "DNA gyrase subunit B" "" NA "P370_RS0118620" 2415 804 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3877396 3878469 "-" "WP_000060112.1" "WP_000060112.1" NA "DNA replication and repair protein RecF" "" NA "P370_RS0118625" 1074 357 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3878469 3879569 "-" "WP_000673464.1" "WP_000673464.1" NA "DNA polymerase III subunit beta" "" NA "P370_RS0118630" 1101 366 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3879574 3880977 "-" "WP_000059111.1" "WP_000059111.1" NA "chromosomal replication initiator protein DnaA" "dnaA" NA "P370_RS0118635" 1404 467 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3881271 3881471 "-" "WP_001329472.1" "WP_001329472.1" NA "hypothetical protein" "" NA "P370_RS1000000125535" 201 66 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3881584 3881724 "+" "WP_000831330.1" "WP_000831330.1" NA "50S ribosomal protein L34" "" NA "P370_RS0118640" 141 46 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3881741 3882100 "+" "WP_000239730.1" "WP_000239730.1" NA "ribonuclease P protein component" "" NA "P370_RS0118645" 360 119 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3882064 3882321 "+" "WP_001307474.1" "WP_001307474.1" NA "membrane protein insertion efficiency factor YidD" "" NA "P370_RS01000000123690" 258 85 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3882324 3883970 "+" "WP_000378250.1" "WP_000378250.1" NA "membrane protein insertase YidC" "" NA "P370_RS0118650" 1647 548 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3884076 3885440 "+" "WP_001282346.1" "WP_001282346.1" NA "tRNA uridine(34) 5-carboxymethylaminomethyl synthesis GTPase MnmE" "" NA "P370_RS0118655" 1365 454 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3885683 3885757 "+" "WP_001364348.1" "WP_001364348.1" NA "tryptophanase leader peptide" "" NA "P370_RS01000000123695" 75 24 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3885978 3887393 "+" "WP_001295247.1" "WP_001295247.1" NA "tryptophanase" "" NA "P370_RS0118660" 1416 471 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3887484 3888731 "+" "WP_000131925.1" "WP_000131925.1" NA "low affinity tryptophan permease" "" NA "P370_RS0118665" 1248 415 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3888863 3890038 "+" "WP_000085982.1" "WP_000085982.1" NA "multidrug resistance protein MdtL" "" NA "P370_RS0118670" 1176 391 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3890013 3890972 "+" "WP_001311238.1" "WP_001311238.1" NA "transcriptional regulator" "" NA "P370_RS0118675" 960 319 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3891129 3891878 "+" "WP_001296581.1" "WP_001296581.1" NA "4'-phosphopantetheinyl transferase" "" NA "P370_RS0118680" 750 249 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3891900 3892466 "+" "WP_001291268.1" "WP_001291268.1" NA "chromate reductase" "" NA "P370_RS0118685" 567 188 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3892520 3893857 "-" "WP_000019348.1" "WP_000019348.1" NA "adenine permease AdeP" "" NA "P370_RS0118690" 1338 445 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3894022 3894687 "+" "WP_000086486.1" "WP_000086486.1" NA "6-phosphogluconate phosphatase" "" NA "P370_RS0118695" 666 221 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3894754 3895221 "+" "WP_000116777.1" "WP_000116777.1" NA "protein CbrB" "" NA "P370_RS0118700" 468 155 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3895270 3895857 "+" "WP_000193072.1" "WP_000193072.1" NA "hypothetical protein" "" NA "P370_RS0118705" 588 195 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3895919 3896641 "-" "WP_000766900.1" "WP_000766900.1" NA "glucosamine-6-phosphate deaminase" "" NA "P370_RS0118710" 723 240 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3896656 3897825 "-" "WP_001336377.1" "WP_001336377.1" NA "xylanase" "" NA "P370_RS0118715" 1170 389 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3897852 3899468 "-" "WP_000489881.1" "WP_000489881.1" NA "porin BglH" "" NA "P370_RS0118720" 1617 538 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3899537 3900949 "-" "WP_000643228.1" "WP_000643228.1" NA "6-phospho-beta-glucosidase BglB" "" NA "P370_RS0118725" 1413 470 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3900968 3902845 "-" "WP_000137296.1" "WP_000137296.1" NA "PTS beta-glucoside transporter subunit EIIBCA" "" NA "P370_RS0118730" 1878 625 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3902979 3903815 "-" "WP_001295251.1" "WP_001295251.1" NA "cryptic beta-glucoside bgl operon antiterminator" "" NA "P370_RS0118735" 837 278 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3904101 3904826 "-" "WP_000377786.1" "WP_000377786.1" NA "phosphate-specific transport system accessory protein PhoU" "" NA "P370_RS0118740" 726 241 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3904841 3905614 "-" "WP_000063125.1" "WP_000063125.1" NA "phosphate ABC transporter ATP-binding protein" "" NA "P370_RS0118745" 774 257 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3905797 3906687 "-" "WP_001251998.1" "WP_001251998.1" NA "phosphate ABC transporter permease" "" NA "P370_RS0118750" 891 296 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3906687 3907646 "-" "WP_000741620.1" "WP_000741620.1" NA "phosphate ABC transporter permease" "" NA "P370_RS0118755" 960 319 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3907733 3908773 "-" "WP_000867146.1" "WP_000867146.1" NA "phosphate-binding protein" "" NA "P370_RS0118760" 1041 346 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3909087 3910916 "-" "WP_000334099.1" "WP_000334099.1" NA "glutamine--fructose-6-phosphate aminotransferase" "" NA "P370_RS0118765" 1830 609 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3911078 3912448 "-" "WP_000933736.1" "WP_000933736.1" NA "bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase" "" NA "P370_RS0118770" 1371 456 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3912801 3913220 "-" "WP_001251965.1" "WP_001251965.1" NA "ATP synthase epsilon chain" "atpC" NA "P370_RS0118780" 420 139 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3913241 3914623 "-" "WP_000190506.1" "WP_000190506.1" NA "ATP synthase subunit beta" "" NA "P370_RS0118785" 1383 460 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3914650 3915513 "-" "WP_000896498.1" "WP_000896498.1" NA "ATP synthase subunit gamma" "" NA "P370_RS0118790" 864 287 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3915564 3917105 "-" "WP_001176745.1" "WP_001176745.1" NA "ATP synthase subunit alpha" "" NA "P370_RS0118795" 1542 513 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3917118 3917651 "-" "WP_001288587.1" "WP_001288587.1" NA "ATP synthase subunit delta" "" NA "P370_RS0118800" 534 177 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 3917666 3918136 "-" "WP_001052219.1" "WP_001052219.1" NA "ATP synthase subunit B" "" NA "P370_RS0118805" 471 156 ""
